filename_prefix	File	HI	Run.x	Lane	label	assay	facs	protein	read	filename_ending	Reads	Mapped	Percentage	TotalsgRNAs	Zerocounts	GiniIndex	NegSelQC	NegSelQCPval	NegSelQCPvalPermutation	NegSelQCPvalPermutationFDR	NegSelQCGene	file_name	Nanuq_project	sample_nr	library_name	Date	include	Cas_variant	FACS_group	FACS_target	replicate	virus_batch	group	batch	QC	QC_comment	sequencing_lane	nr_reads	nr_bases	beluga_raw_data	beluga_QC	% Duplicate	Barcode	Run.y	sequencing_type	multiplex_keys	DNA_Conc._(ng/ul)	Primer_used	gel_purify	PCR_comments	gini_index_QC
HI.5042.006.NGS-Lib-Rev--5.Krab_Top_Icam_73	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--5.Krab_Top_Icam_73_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--5	Krab	Top	Icam	73	fastq	34738709	13656825	0.3931	8051	7	0.08465	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--5.Krab_Top_Icam_73_R1.fastq.gz	Projet Endoscreen	73	Krab_Top_Icam_73	2019-05-02	Y	KRAB	Top	ICAM	r2	endo_1b	adhesion_molecules	2			5	34,738,709	3,473,870,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.878	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	52.78	New	N	2 rounds of PCR	pass
HI.5042.006.NGS-Lib-Rev--6.Krab_bottom_Icam_74	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--6.Krab_bottom_Icam_74_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--6	Krab	bottom	Icam	74	fastq	49883845	11778079	0.2361	8051	14	0.1012	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--6.Krab_bottom_Icam_74_R1.fastq.gz	Projet Endoscreen	74	Krab_bottom_Icam_74	2019-05-02	Y	KRAB	Bottom	ICAM	r2	endo_1b	adhesion_molecules	2			5	49,883,845	4,988,384,500	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.906	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	23.13	New	N	2 rounds of PCR	pass
HI.5042.007.NGS-Lib-Rev--3.VP64_Top_Icam_89	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--3.VP64_Top_Icam_89_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--3	VP64	Top	Icam	89	fastq	62683570	37515065	0.5985	8051	13	0.06338	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--3.VP64_Top_Icam_89_R1.fastq.gz	Projet Endoscreen	89	VP64_Top_Icam_89	2019-05-02	Y	VP64	Top	ICAM	r4	endo_2b	adhesion_molecules	2			6	62,683,570	6,268,357,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.925	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	14.18	New	N		pass
HI.5042.007.NGS-Lib-Rev--4.VP64_bottom_Icam_90	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--4.VP64_bottom_Icam_90_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--4	VP64	bottom	Icam	90	fastq	81589152	54104202	0.6631	8051	12	0.06087	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--4.VP64_bottom_Icam_90_R1.fastq.gz	Projet Endoscreen	90	VP64_bottom_Icam_90	2019-05-02	Y	VP64	Bottom	ICAM	r4	endo_2b	adhesion_molecules	2			6	81,589,152	8,158,915,200	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.931	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	11.97	New	N		pass
HI.5042.007.NGS-Lib-Rev--5.Cas_Top_Vcam_79	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--5.Cas_Top_Vcam_79_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--5	Cas	Top	Vcam	79	fastq	25563894	9262638	0.3623	8051	8	0.1026	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--5.Cas_Top_Vcam_79_R1.fastq.gz	Projet Endoscreen	79	Cas_Top_Vcam_79	2019-05-02	Y	CAS9	Top	VCAM	r1	endo_1a	adhesion_molecules	2			7	25,563,894	2,556,389,400	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.841	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	39.33	New	N	2 rounds of PCR	pass
HI.5042.007.NGS-Lib-Rev--6.Cas_bottom_Vcam_80	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--6.Cas_bottom_Vcam_80_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--6	Cas	bottom	Vcam	80	fastq	34672595	13783922	0.3975	8051	8	0.08569	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--6.Cas_bottom_Vcam_80_R1.fastq.gz	Projet Endoscreen	80	Cas_bottom_Vcam_80	2019-05-02	Y	CAS9	Bottom	VCAM	r1	endo_1a	adhesion_molecules	2			7	34,672,595	3,467,259,500	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.88	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	40.51	New	N	2 rounds of PCR	pass
HI.5042.007.NGS-Lib-Rev--7.Krab_Top_Ca_71	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--7.Krab_Top_Ca_71_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--7	Krab	Top	Ca	71	fastq	72718094	20937256	0.2879	8051	9	0.09977	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--7.Krab_Top_Ca_71_R1.fastq.gz	Projet Endoscreen	71	Krab_Top_Ca_71	2019-05-02	Y	KRAB	Top	Ca	r1	endo_1b	Calcium_signaling	2			6	72,718,094	7,271,809,400	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.908	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	83.62	New	N	2 rounds of PCR	pass
HI.5042.007.NGS-Lib-Rev--8.Krab_bottom_Ca_72	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.007.NGS-Lib-Rev--8.Krab_bottom_Ca_72_R1.fastq.gz	HI	5042	007	NGS-Lib-Rev--8	Krab	bottom	Ca	72	fastq	38760470	11407863	0.2943	8051	10	0.1098	0	1	1	1	0	HI.5042.007.NGS-Lib-Rev--8.Krab_bottom_Ca_72_R1.fastq.gz	Projet Endoscreen	72	Krab_bottom_Ca_72	2019-05-02	Y	KRAB	Bottom	Ca	r1	endo_1b	Calcium_signaling	2			6	38,760,470	3,876,047,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.882	MPS12343802-G12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	54.63	New	N	2 rounds of PCR	pass
HI.5102.001.NGS-Lib-Rev--1.VP64_VCAM_Top_99	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5102.001.NGS-Lib-Rev--1.VP64_VCAM_Top_99_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--1	VP64	VCAM	Top	99	fastq	23265411	14061359	0.6044	8051	21	0.07148	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--1.VP64_VCAM_Top_99_R1.fastq.gz	Projet Endoscreen	99	VP64_VCAM_Top_99	2019-07-31	Y	VP64	Top	VCAM	r3	endo_2d	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.644	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	31.15	New	N		pass
HI.5102.001.NGS-Lib-Rev--2.VP64_VCAM_Bottom_100	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/fourth_batch/HI.5102.001.NGS-Lib-Rev--2.VP64_VCAM_Bottom_100_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--2	VP64	VCAM	Bottom	100	fastq	36133135	22066069	0.6107	8051	15	0.06801	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--2.VP64_VCAM_Bottom_100_R1.fastq.gz	Projet Endoscreen	100	VP64_VCAM_Bottom_100	2019-07-31	Y	VP64	Bottom	VCAM	r3	endo_2d	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.749	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	27.57	New	N		pass
HI.5102.001.NGS-Lib-Rev--3.VP64_VCAM_Top_101	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.001.NGS-Lib-Rev--3.VP64_VCAM_Top_101_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--3	VP64	VCAM	Top	101	fastq	22352849	13633817	0.6099	8051	22	0.07434	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--3.VP64_VCAM_Top_101_R1.fastq.gz	Projet Endoscreen	101	VP64_VCAM_Top_101	2019-07-31	Y	VP64	Top	VCAM	r4	endo_2e	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.724	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	6.14	New	N		pass
HI.5102.001.NGS-Lib-Rev--4.VP64_VCAM_Bottom_102	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.001.NGS-Lib-Rev--4.VP64_VCAM_Bottom_102_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--4	VP64	VCAM	Bottom	102	fastq	26337199	16071888	0.6102	8051	20	0.0727	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--4.VP64_VCAM_Bottom_102_R1.fastq.gz	Projet Endoscreen	102	VP64_VCAM_Bottom_102	2019-07-31	Y	VP64	Bottom	VCAM	r4	endo_2e	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.712	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	12.74	New	N		pass
HI.5102.001.NGS-Lib-Rev--5.Cas_VCAM_Top_83	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.001.NGS-Lib-Rev--5.Cas_VCAM_Top_83_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--5	Cas	VCAM	Top	83	fastq	21797753	12177322	0.5587	8051	14	0.07188	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--5.Cas_VCAM_Top_83_R1.fastq.gz	Projet Endoscreen	83	Cas_VCAM_Top_83	2019-07-31	Y	CAS9	Top	VCAM	r2	endo_1b	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.642	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	2.17	New	N		pass
HI.5102.001.NGS-Lib-Rev--6.Cas_VCAM_Bottom_84	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.001.NGS-Lib-Rev--6.Cas_VCAM_Bottom_84_R1.fastq.gz	HI	5102	001	NGS-Lib-Rev--6	Cas	VCAM	Bottom	84	fastq	21895315	11962694	0.5464	8051	21	0.07823	0	1	1	1	0	HI.5102.001.NGS-Lib-Rev--6.Cas_VCAM_Bottom_84_R1.fastq.gz	Projet Endoscreen	84	Cas_VCAM_Bottom_84	2019-07-31	Y	CAS9	Bottom	VCAM	r2	endo_1b	adhesion_molecules	3			1			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.674	MPS12341736-A01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	6.49	New	N		pass
HI.5102.002.NGS-Lib-Rev--1.VP64_NO_Top_105	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--1.VP64_NO_Top_105_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--1	VP64	NO	Top	105	fastq	21399918	13362135	0.6244	8051	23	0.071	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--1.VP64_NO_Top_105_R1.fastq.gz	Projet Endoscreen	105	VP64_NO_Top_105	2019-07-31	Y	VP64	Top	NO	r4	endo_2d	NO	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.663	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	16.71	New	N		pass
HI.5102.002.NGS-Lib-Rev--2.VP64_NO_Bottom_106	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--2.VP64_NO_Bottom_106_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--2	VP64	NO	Bottom	106	fastq	24892637	15516810	0.6233	8051	17	0.07027	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--2.VP64_NO_Bottom_106_R1.fastq.gz	Projet Endoscreen	106	VP64_NO_Bottom_106	2019-07-31	Y	VP64	Bottom	NO	r4	endo_2d	NO	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.752	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	17.3	New	N		pass
HI.5102.002.NGS-Lib-Rev--3.VP64_ROS_Top_109	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--3.VP64_ROS_Top_109_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--3	VP64	ROS	Top	109	fastq	17176333	10842902	0.6313	8051	24	0.0751	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--3.VP64_ROS_Top_109_R1.fastq.gz	Projet Endoscreen	109	VP64_ROS_Top_109	2019-07-31	Y	VP64	Top	ROS	r3	endo_2e	ROS	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.747	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	12.66	New	N		pass
HI.5102.002.NGS-Lib-Rev--4.VP64_ROS_Bottom_110	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--4.VP64_ROS_Bottom_110_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--4	VP64	ROS	Bottom	110	fastq	25838857	16144110	0.6248	8051	23	0.07079	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--4.VP64_ROS_Bottom_110_R1.fastq.gz	Projet Endoscreen	110	VP64_ROS_Bottom_110	2019-07-31	Y	VP64	Bottom	ROS	r3	endo_2e	ROS	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.75	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	10.74	New	N		pass
HI.5102.002.NGS-Lib-Rev--7.Cas_VCAM_Top_85	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--7.Cas_VCAM_Top_85_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--7	Cas	VCAM	Top	85	fastq	23392391	12012351	0.5135	8051	13	0.07561	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--7.Cas_VCAM_Top_85_R1.fastq.gz	Projet Endoscreen	85	Cas_VCAM_Top_85	2019-07-31	Y	CAS9	Top	VCAM	r3	endo_1c	adhesion_molecules	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.696	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	1.15	New	N		pass
HI.5102.002.NGS-Lib-Rev--8.Cas_VCAM_Bottom_86	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.002.NGS-Lib-Rev--8.Cas_VCAM_Bottom_86_R1.fastq.gz	HI	5102	002	NGS-Lib-Rev--8	Cas	VCAM	Bottom	86	fastq	20597860	10911874	0.5298	8051	15	0.08203	0	1	1	1	0	HI.5102.002.NGS-Lib-Rev--8.Cas_VCAM_Bottom_86_R1.fastq.gz	Projet Endoscreen	86	Cas_VCAM_Bottom_86	2019-07-31	Y	CAS9	Bottom	VCAM	r3	endo_1c	adhesion_molecules	3			2			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.658	MPS12341736-B01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	3.21	New	N		pass
HI.5102.003.NGS-Lib-Rev--1.VP64_ROS_Top_113	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--1.VP64_ROS_Top_113_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--1	VP64	ROS	Top	113	fastq	15566439	9363591	0.6015	8051	17	0.07441	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--1.VP64_ROS_Top_113_R1.fastq.gz	Projet Endoscreen	113	VP64_ROS_Top_113	2019-07-31	Y	VP64	Top	ROS	r1	endo_2a	ROS	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.609	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	72.51	New	N		pass
HI.5102.003.NGS-Lib-Rev--2.VP64_ROS_Bottom_114	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--2.VP64_ROS_Bottom_114_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--2	VP64	ROS	Bottom	114	fastq	26908164	16137867	0.5997	8051	15	0.06905	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--2.VP64_ROS_Bottom_114_R1.fastq.gz	Projet Endoscreen	114	VP64_ROS_Bottom_114	2019-07-31	Y	VP64	Bottom	ROS	r1	endo_2a	ROS	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.744	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	54.43	New	N		pass
HI.5102.003.NGS-Lib-Rev--3.VP64_CA_Top_117	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--3.VP64_CA_Top_117_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--3	VP64	Ca	Top	117	fastq	19866369	11870350	0.5975	8051	21	0.07281	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--3.VP64_CA_Top_117_R1.fastq.gz	Projet Endoscreen	117	VP64_CA_Top_117	2019-07-31	Y	VP64	Top	Ca	r4	endo_2f	Calcium_signaling	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.744	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	20.52	New	N		pass
HI.5102.003.NGS-Lib-Rev--4.VP64_CA_Bottom_118	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--4.VP64_CA_Bottom_118_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--4	VP64	Ca	Bottom	118	fastq	17122202	10206529	0.5961	8051	22	0.07428	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--4.VP64_CA_Bottom_118_R1.fastq.gz	Projet Endoscreen	118	VP64_CA_Bottom_118	2019-07-31	Y	VP64	Bottom	Ca	r4	endo_2f	Calcium_signaling	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.694	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	19.41	New	N		pass
HI.5102.003.NGS-Lib-Rev--5.Cas_ROS_Top_91	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--5.Cas_ROS_Top_91_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--5	Cas	ROS	Top	91	fastq	24364468	12212914	0.5013	8051	14	0.07803	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--5.Cas_ROS_Top_91_R1.fastq.gz	Projet Endoscreen	91	Cas_ROS_Top_91	2019-07-31	Y	CAS9	Top	ROS	r1	endo_1d	ROS	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.673	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	1.11	New	N		pass
HI.5102.003.NGS-Lib-Rev--6.Cas_ROS_Bottom_92	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.003.NGS-Lib-Rev--6.Cas_ROS_Bottom_92_R1.fastq.gz	HI	5102	003	NGS-Lib-Rev--6	Cas	ROS	Bottom	92	fastq	21851092	11921012	0.5456	8051	9	0.07409	0	1	1	1	0	HI.5102.003.NGS-Lib-Rev--6.Cas_ROS_Bottom_92_R1.fastq.gz	Projet Endoscreen	92	Cas_ROS_Bottom_92	2019-07-31	Y	CAS9	Bottom	ROS	r1	endo_1d	ROS	3			3			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.703	MPS12341736-C01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	3.42	New	N		pass
HI.5102.004.NGS-Lib-Rev--1.VP64_CA_Top_165	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--1.VP64_CA_Top_165_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--1	VP64	Ca	Top	165	fastq	19252731	11653557	0.6053	8051	19	0.0734	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--1.VP64_CA_Top_165_R1.fastq.gz	Projet Endoscreen	121	VP64_CA_Top_121	2019-07-31	Y	VP64	Top	Ca	r3	endo_2e	Calcium_signaling	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.636	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	21.68	New	N		pass
HI.5102.004.NGS-Lib-Rev--2.VP64_CA_Bottom_122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731/HI.5102.004.NGS-Lib-Rev--2.VP64_CA_Bottom_122_R1.fastq.gz	HI	5102	004	NGS-Lib-Rev--2	VP64	Ca	Bottom	122	fastq	22202814	13528811	0.6093	8051	19	0.07133	0	1	1	1	0	HI.5102.004.NGS-Lib-Rev--2.VP64_CA_Bottom_122_R1.fastq.gz	Projet Endoscreen	122	VP64_CA_Bottom_122	2019-07-31	Y	VP64	Bottom	Ca	r3	endo_2e	Calcium_signaling	3			4			/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/third_batch_20190731		99.72	MPS12341736-D01	5102	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	24.88	New	N		pass
